1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
28787, Private,207301, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
28788, Private,135924, Some-college,10, Adm-clerical,0,0,40, <=50K
28789, Private,184277, Assoc-voc,11, Adm-clerical,0,0,55, >50K
28790, Private,142233, HS-grad,9, Sales,0,0,35, <=50K
28791, Self-emp-inc,120902, Bachelors,13, Exec-managerial,3103,0,37, >50K
28792, Local-gov,158412, HS-grad,9, Adm-clerical,0,0,40, <=50K
28793, Private,126161, Doctorate,16, Prof-specialty,0,0,45, <=50K
28794, Private,149347, HS-grad,9, Craft-repair,0,0,70, <=50K
28795, Private,322674, Some-college,10, Other-service,0,0,32, <=50K
28796, Private,55390, Assoc-acdm,12, Tech-support,0,0,45, <=50K
28797, State-gov,200904, Bachelors,13, Exec-managerial,0,0,30, >50K
28798, Private,166056, HS-grad,9, Other-service,0,0,40, <=50K
28799, Self-emp-not-inc,116666, Masters,14, Prof-specialty,0,0,50, >50K
28800, Private,168324, Some-college,10, Adm-clerical,0,0,40, >50K
28801, Private,121772, HS-grad,9, Craft-repair,0,0,40, <=50K
28802, Private,126889, Bachelors,13, Sales,0,1887,60, >50K
28803, ?,401690, HS-grad,9, ?,0,0,30, <=50K
28804, Self-emp-inc,117605, HS-grad,9, Exec-managerial,0,0,48, >50K
28805, Federal-gov,410446, HS-grad,9, Adm-clerical,0,0,20, <=50K
28806, Self-emp-inc,38472, Some-college,10, Sales,14084,0,60, >50K
28807, Self-emp-not-inc,335704, Some-college,10, Exec-managerial,0,0,40, <=50K
28808, Private,70261, Bachelors,13, Prof-specialty,0,0,50, <=50K
28809, Private,47577, Some-college,10, Transport-moving,0,0,50, <=50K
28810, Private,117767, HS-grad,9, Other-service,0,0,35, <=50K
28811, Private,179641, Bachelors,13, Prof-specialty,0,0,45, <=50K
28812, ?,343553, 11th,7, ?,0,0,40, <=50K
28813, Self-emp-not-inc,328466, 5th-6th,3, Transport-moving,0,0,50, >50K
28814, Private,265097, HS-grad,9, Handlers-cleaners,0,0,5, <=50K
28815, Local-gov,414791, Bachelors,13, Exec-managerial,0,0,42, >50K
28816, Local-gov,48055, 12th,8, Adm-clerical,0,0,40, <=50K
28817, Private,341672, Some-college,10, Adm-clerical,0,0,40, <=50K
28818, Private,266764, Some-college,10, Craft-repair,0,0,45, >50K
28819, Private,233571, HS-grad,9, Other-service,0,0,50, <=50K
28820, Private,126592, Some-college,10, Craft-repair,7688,0,40, >50K
28821, Private,70754, HS-grad,9, Craft-repair,0,0,40, <=50K
28822, Private,138852, Some-college,10, Craft-repair,4650,0,22, <=50K
28823, Private,175856, Some-college,10, Sales,0,0,40, <=50K
28824, Private,193494, HS-grad,9, Handlers-cleaners,0,0,46, <=50K
28825, Private,104334, Some-college,10, Sales,0,0,50, >50K
28826, Federal-gov,197332, Bachelors,13, Prof-specialty,0,0,40, <=50K
28827, Private,205844, Some-college,10, Sales,0,0,25, <=50K
28828, Local-gov,206459, Masters,14, Adm-clerical,0,0,35, <=50K
28829, Private,202822, 7th-8th,4, Other-service,0,0,14, <=50K
28830, Without-pay,174695, Some-college,10, Farming-fishing,0,0,25, <=50K
28831, Private,183342, Prof-school,15, Exec-managerial,0,0,55, >50K
28832, Private,105614, 10th,6, Machine-op-inspct,0,0,50, <=50K
28833, Private,329603, Doctorate,16, Prof-specialty,0,0,40, >50K
28834, Private,77373, Some-college,10, Transport-moving,0,1848,65, >50K
28835, Private,207473, 7th-8th,4, Transport-moving,0,0,40, <=50K
28836, Private,149161, Some-college,10, Exec-managerial,0,0,60, <=50K
28837, Private,311974, HS-grad,9, Craft-repair,0,0,25, <=50K
28838, Private,175127, 10th,6, Handlers-cleaners,0,0,40, <=50K
28839, Self-emp-not-inc,111625, HS-grad,9, Craft-repair,0,0,60, <=50K
28840, Private,48895, HS-grad,9, Craft-repair,0,0,50, <=50K
28841, Private,27049, HS-grad,9, Priv-house-serv,0,0,25, <=50K
28842, Private,108907, HS-grad,9, Craft-repair,0,0,40, <=50K
28843, Private,94988, 5th-6th,3, Handlers-cleaners,0,0,50, <=50K
28844, Private,218343, HS-grad,9, Other-service,0,0,40, <=50K
28845, Private,227626, HS-grad,9, Adm-clerical,0,0,60, <=50K
28846, Private,272856, HS-grad,9, Craft-repair,0,0,50, <=50K
28847, Private,30916, HS-grad,9, Craft-repair,0,0,40, <=50K
28848, Private,276229, Some-college,10, Tech-support,0,0,40, <=50K
28849, Private,289106, Assoc-acdm,12, Sales,0,0,40, <=50K
28850, ?,39100, HS-grad,9, ?,0,0,5, <=50K
28851, Private,192776, Bachelors,13, Craft-repair,7298,0,55, >50K
28852, Private,147280, Masters,14, Exec-managerial,0,0,60, >50K
28853, Private,187770, HS-grad,9, Handlers-cleaners,0,0,30, <=50K
28854, State-gov,213296, Bachelors,13, Adm-clerical,0,0,40, <=50K
28855, Self-emp-not-inc,107410, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28856, ?,170272, Some-college,10, ?,0,0,25, <=50K
28857, Private,86808, Some-college,10, Other-service,0,0,38, <=50K
28858, Private,149210, HS-grad,9, Craft-repair,0,0,45, <=50K
28859, Private,123411, 7th-8th,4, Transport-moving,0,0,53, <=50K
28860, ?,306779, Some-college,10, ?,0,0,40, <=50K
28861, Private,487347, HS-grad,9, Transport-moving,0,0,45, <=50K
28862, Private,283945, 10th,6, Handlers-cleaners,0,1602,45, <=50K
28863, Private,375698, Some-college,10, Adm-clerical,0,0,15, <=50K
28864, Private,271753, Bachelors,13, Farming-fishing,0,0,40, <=50K
28865, Private,251854, Bachelors,13, Adm-clerical,0,0,40, <=50K
28866, Private,264052, Bachelors,13, Exec-managerial,15024,0,50, >50K
28867, State-gov,28451, Bachelors,13, Prof-specialty,0,0,37, >50K
28868, Private,282604, Some-college,10, Handlers-cleaners,0,0,20, <=50K
28869, Private,185908, Bachelors,13, Exec-managerial,0,0,55, >50K
28870, Federal-gov,198186, Bachelors,13, Prof-specialty,0,0,40, <=50K
28871, Private,242521, Assoc-voc,11, Craft-repair,0,0,40, >50K
28872, Private,337940, 5th-6th,3, Transport-moving,0,0,40, <=50K
28873, Private,212064, Bachelors,13, Prof-specialty,0,0,40, <=50K
28874, Private,129263, HS-grad,9, Other-service,0,0,40, <=50K
28875, Local-gov,144761, HS-grad,9, Protective-serv,0,1668,20, <=50K
28876, Private,109912, Some-college,10, Tech-support,0,0,40, >50K
28877, Private,113324, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28878, Private,187795, Bachelors,13, Exec-managerial,0,0,45, >50K
28879, Private,173724, Some-college,10, Handlers-cleaners,0,0,20, <=50K
28880, Private,185129, Bachelors,13, Tech-support,0,0,40, <=50K
28881, Private,73134, HS-grad,9, Sales,15024,0,60, >50K
28882, Private,236040, Some-college,10, Prof-specialty,0,0,40, >50K
28883, Private,74194, HS-grad,9, Farming-fishing,0,0,40, <=50K
28884, Local-gov,102130, Masters,14, Prof-specialty,0,0,45, <=50K
28885, Private,140915, Some-college,10, Sales,0,0,25, <=50K
28886, ?,107575, HS-grad,9, ?,2964,0,35, <=50K
28887, State-gov,34364, Masters,14, Adm-clerical,0,0,40, <=50K
28888, Self-emp-not-inc,258037, HS-grad,9, Transport-moving,0,0,45, >50K
28889, Private,391585, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28890, Self-emp-not-inc,233130, HS-grad,9, Exec-managerial,0,0,45, <=50K
28891, Private,101345, Bachelors,13, Sales,3103,0,55, >50K
28892, ?,32897, Assoc-acdm,12, ?,0,0,20, <=50K
28893, Private,248612, Bachelors,13, Prof-specialty,0,0,30, <=50K
28894, Private,212465, HS-grad,9, Craft-repair,0,0,40, <=50K
28895, Private,198587, Some-college,10, Tech-support,2174,0,50, <=50K
28896, Private,405913, Some-college,10, Prof-specialty,0,0,40, >50K
28897, Private,588003, Bachelors,13, Exec-managerial,15024,0,40, >50K
28898, Private,46807, Bachelors,13, Tech-support,0,0,40, <=50K
28899, Private,210498, Some-college,10, Exec-managerial,0,0,80, <=50K
28900, Private,206951, Masters,14, Sales,0,0,40, >50K
28901, Self-emp-not-inc,237466, Some-college,10, Adm-clerical,0,0,30, >50K
28902, Private,279636, HS-grad,9, Adm-clerical,0,0,50, <=50K
28903, Private,29320, Bachelors,13, Prof-specialty,0,0,40, <=50K
28904, Private,271262, HS-grad,9, Transport-moving,0,0,40, >50K
28905, ?,29361, Assoc-acdm,12, ?,0,0,45, <=50K
28906, Private,76773, Some-college,10, Machine-op-inspct,0,0,40, <=50K
28907, Private,109004, HS-grad,9, Craft-repair,0,0,40, <=50K
28908, Private,226902, Bachelors,13, Machine-op-inspct,0,0,40, <=50K
28909, Private,176552, 11th,7, Prof-specialty,0,0,40, >50K
28910, Private,182303, Some-college,10, Sales,0,0,50, >50K
28911, Local-gov,296253, Masters,14, Prof-specialty,8614,0,60, >50K
28912, Private,218215, Some-college,10, Sales,0,0,30, <=50K
28913, Private,165695, Bachelors,13, Exec-managerial,0,0,40, >50K
28914, Self-emp-not-inc,51271, HS-grad,9, Farming-fishing,4386,0,70, <=50K
28915, Private,96100, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
28916, Local-gov,82393, HS-grad,9, Handlers-cleaners,0,1590,45, <=50K
28917, Private,248978, 11th,7, Handlers-cleaners,0,0,40, <=50K
28918, Private,254367, HS-grad,9, Transport-moving,0,1590,48, <=50K
28919, ?,200235, HS-grad,9, ?,0,0,50, >50K
28920, Private,94429, Some-college,10, Craft-repair,0,0,40, >50K
28921, Private,87282, Assoc-voc,11, Exec-managerial,0,0,40, <=50K
28922, Private,119793, Some-college,10, Sales,0,0,50, <=50K
28923, ?,85815, HS-grad,9, ?,0,0,20, <=50K
28924, Local-gov,197764, Bachelors,13, Prof-specialty,0,0,40, <=50K
28925, Private,306982, Bachelors,13, Adm-clerical,0,0,40, >50K
28926, Private,80896, HS-grad,9, Transport-moving,0,0,45, >50K
28927, Private,197886, Some-college,10, Sales,15024,0,45, >50K
28928, Private,355728, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28929, Private,121124, Bachelors,13, Craft-repair,15024,0,50, >50K
28930, State-gov,193720, HS-grad,9, Craft-repair,0,0,56, >50K
28931, Private,347292, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28932, Private,34506, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28933, Private,326370, Some-college,10, Adm-clerical,0,0,38, <=50K
28934, ?,269221, Some-college,10, ?,0,0,40, <=50K
28935, Private,63509, Assoc-voc,11, Craft-repair,0,0,50, <=50K
28936, Private,148254, HS-grad,9, Handlers-cleaners,0,0,16, >50K
28937, Private,190511, HS-grad,9, Craft-repair,0,0,30, <=50K
28938, Private,268022, Masters,14, Exec-managerial,0,0,55, >50K
28939, Private,20057, 7th-8th,4, Other-service,0,0,40, <=50K
28940, Private,206862, HS-grad,9, Craft-repair,0,0,40, <=50K
28941, Private,189498, Bachelors,13, Prof-specialty,0,1848,45, >50K
28942, Private,166320, HS-grad,9, Prof-specialty,0,0,40, <=50K
28943, Private,289886, Some-college,10, Other-service,0,0,30, <=50K
28944, ?,86337, Some-college,10, ?,0,0,15, <=50K
28945, Local-gov,54190, Masters,14, Prof-specialty,0,0,50, >50K
28946, Private,147069, 10th,6, Sales,0,0,16, <=50K
28947, Private,282023, Masters,14, Prof-specialty,0,0,40, >50K
28948, Self-emp-inc,379485, Assoc-acdm,12, Exec-managerial,0,0,45, <=50K
28949, Private,129338, 7th-8th,4, Transport-moving,0,0,10, <=50K
28950, Private,99829, Some-college,10, Machine-op-inspct,0,0,30, <=50K
28951, State-gov,182254, Some-college,10, Adm-clerical,0,0,40, <=50K
28952, Private,109428, Assoc-acdm,12, Adm-clerical,0,1740,40, <=50K
28953, Self-emp-not-inc,351161, Bachelors,13, Prof-specialty,0,1887,40, >50K
28954, ?,210750, Some-college,10, ?,0,0,50, <=50K
28955, Private,132716, HS-grad,9, Transport-moving,0,0,40, >50K
28956, Private,242984, Some-college,10, Handlers-cleaners,0,0,40, <=50K
28957, Private,101509, Some-college,10, Exec-managerial,0,0,40, <=50K
28958, ?,509629, Some-college,10, ?,0,0,35, <=50K
28959, Private,119957, Bachelors,13, Other-service,0,0,35, <=50K
28960, Private,69727, 7th-8th,4, Farming-fishing,0,0,40, <=50K
28961, Private,204590, Bachelors,13, Prof-specialty,0,213,40, <=50K
28962, ?,50862, HS-grad,9, ?,0,0,55, <=50K
28963, Private,182907, HS-grad,9, Handlers-cleaners,0,0,25, <=50K
28964, Private,206487, Some-college,10, Prof-specialty,0,0,40, >50K
28965, Private,168015, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28966, Private,149396, Some-college,10, Other-service,0,0,30, <=50K
28967, Federal-gov,184964, Some-college,10, Adm-clerical,0,0,40, >50K
28968, Private,398988, Bachelors,13, Sales,0,0,40, <=50K
28969, Private,128777, 7th-8th,4, Craft-repair,0,0,55, <=50K
28970, Private,252413, Some-college,10, Craft-repair,0,0,32, >50K
28971, Private,181372, Masters,14, Exec-managerial,0,0,50, >50K
28972, Private,216851, 9th,5, Handlers-cleaners,0,0,40, <=50K
28973, Private,106935, Some-college,10, Sales,0,0,40, <=50K
28974, State-gov,363875, Some-college,10, Protective-serv,0,0,40, <=50K
28975, Private,287277, HS-grad,9, Protective-serv,0,0,40, <=50K
28976, Self-emp-not-inc,172342, Some-college,10, Other-service,0,0,40, <=50K
28977, Private,308498, Some-college,10, Craft-repair,0,0,15, <=50K
28978, Private,122127, Bachelors,13, Prof-specialty,8614,0,40, >50K
28979, Private,106437, Prof-school,15, Prof-specialty,0,0,60, >50K
28980, Self-emp-inc,306289, HS-grad,9, Exec-managerial,0,0,40, >50K
28981, Self-emp-inc,201699, Doctorate,16, Prof-specialty,0,0,60, >50K
28982, Private,282062, 9th,5, Transport-moving,0,0,40, <=50K
28983, Private,235108, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28984, Private,339482, HS-grad,9, Craft-repair,0,0,40, <=50K
28985, Private,181820, Some-college,10, Adm-clerical,0,0,40, <=50K
28986, Self-emp-not-inc,99335, Some-college,10, Sales,0,0,50, <=50K
28987, Private,367533, Some-college,10, Machine-op-inspct,2580,0,40, <=50K
28988, Private,64960, Assoc-voc,11, Prof-specialty,0,1902,45, <=50K
28989, Private,269095, HS-grad,9, Adm-clerical,0,0,40, <=50K
28990, Private,58683, Bachelors,13, Exec-managerial,15024,0,55, >50K
28991, Self-emp-not-inc,89508, Some-college,10, Exec-managerial,3908,0,60, <=50K
28992, Private,100999, Some-college,10, Other-service,0,0,20, <=50K
28993, Private,34125, 10th,6, Other-service,0,0,28, <=50K
28994, Private,115057, HS-grad,9, Craft-repair,0,0,40, <=50K
28995, Private,139126, HS-grad,9, Transport-moving,0,0,40, <=50K
28996, Private,104632, HS-grad,9, Machine-op-inspct,0,0,40, >50K
28997, Federal-gov,178866, HS-grad,9, Adm-clerical,0,0,20, >50K
28998, Private,139850, Masters,14, Exec-managerial,0,0,45, >50K
28999, Private,61435, HS-grad,9, Craft-repair,0,0,45, <=50K
29000, Private,309230, Some-college,10, Craft-repair,0,0,40, >50K
29001, Private,45613, Some-college,10, Priv-house-serv,0,0,40, <=50K
29002, Private,272615, 11th,7, Craft-repair,0,0,40, <=50K
29003, Private,54318, Bachelors,13, Exec-managerial,0,0,50, >50K
29004, Private,165519, HS-grad,9, Craft-repair,0,0,40, <=50K
29005, Private,48495, Bachelors,13, Prof-specialty,0,0,42, >50K
29006, Private,143123, Bachelors,13, Exec-managerial,0,0,40, >50K
29007, Self-emp-not-inc,431426, Assoc-acdm,12, Exec-managerial,20051,0,4, >50K
29008, Private,256474, Masters,14, Protective-serv,0,0,16, <=50K
29009, Private,191451, Masters,14, Exec-managerial,0,0,60, >50K
29010, Private,99146, Bachelors,13, Sales,0,0,60, >50K
29011, Private,235986, HS-grad,9, Exec-managerial,0,0,50, <=50K
29012, Local-gov,429897, Bachelors,13, Prof-specialty,0,0,45, >50K
29013, Private,189897, HS-grad,9, Craft-repair,0,0,40, <=50K
29014, Private,145155, HS-grad,9, Adm-clerical,0,0,40, <=50K
29015, State-gov,192257, HS-grad,9, Protective-serv,2174,0,40, <=50K
29016, Private,194960, HS-grad,9, Farming-fishing,0,0,40, <=50K
29017, Local-gov,357814, 12th,8, Other-service,0,0,35, <=50K
29018, Local-gov,137629, HS-grad,9, Exec-managerial,0,0,80, >50K
29019, Private,156526, Some-college,10, Tech-support,0,0,33, <=50K
29020, Private,189238, 9th,5, Other-service,0,0,38, <=50K
29021, Private,202989, HS-grad,9, Prof-specialty,0,0,40, <=50K
29022, Private,25684, HS-grad,9, Prof-specialty,0,0,40, <=50K
29023, Self-emp-not-inc,192939, HS-grad,9, Craft-repair,0,0,50, <=50K
29024, Private,138692, Some-college,10, Craft-repair,0,0,50, <=50K
29025, Private,222249, HS-grad,9, Adm-clerical,0,0,40, <=50K
29026, Self-emp-not-inc,201318, 9th,5, Exec-managerial,3411,0,50, <=50K
29027, ?,190650, Bachelors,13, ?,0,0,35, <=50K
29028, Private,56004, Some-college,10, Exec-managerial,0,0,40, <=50K
29029, Private,182313, Some-college,10, Handlers-cleaners,0,0,40, <=50K
29030, Self-emp-not-inc,138962, Some-college,10, Exec-managerial,0,0,72, <=50K
29031, Private,277248, Masters,14, Exec-managerial,0,0,60, >50K
29032, Private,125031, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
29033, State-gov,216414, Doctorate,16, Prof-specialty,0,0,40, >50K
29034, Private,171176, HS-grad,9, Other-service,0,0,48, <=50K
29035, Private,356133, Some-college,10, Prof-specialty,0,0,40, <=50K
29036, Private,185397, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
29037, Private,308285, HS-grad,9, Craft-repair,0,0,40, <=50K
29038, Private,56651, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
29039, Local-gov,154863, 9th,5, Craft-repair,0,0,40, >50K
29040, Federal-gov,44706, Bachelors,13, Prof-specialty,0,0,50, >50K
29041, ?,222548, Some-college,10, ?,0,0,4, <=50K
29042, Private,248754, Some-college,10, Machine-op-inspct,0,0,40, <=50K
29043, Private,104981, HS-grad,9, Sales,0,0,40, <=50K
29044, Private,315065, Some-college,10, Other-service,0,0,35, <=50K
29045, Private,188325, HS-grad,9, Other-service,0,0,40, <=50K
29046, Private,221661, HS-grad,9, Sales,0,0,35, <=50K
29047, Private,81973, Masters,14, Exec-managerial,0,0,40, >50K
29048, Private,169122, Some-college,10, Prof-specialty,0,0,50, <=50K
29049, Private,216734, Some-college,10, Exec-managerial,0,0,40, <=50K
29050, Private,98101, 7th-8th,4, Transport-moving,0,0,40, <=50K
29051, Private,292511, Some-college,10, Other-service,0,0,25, <=50K
29052, Private,122971, Some-college,10, Sales,0,0,35, <=50K
29053, Private,124953, Bachelors,13, Prof-specialty,0,0,50, <=50K
29054, Private,123011, Some-college,10, Craft-repair,0,0,40, >50K
29055, Private,76417, HS-grad,9, Craft-repair,0,0,52, <=50K
29056, Private,351576, Bachelors,13, Sales,0,0,50, >50K
29057, Federal-gov,33794, Bachelors,13, Tech-support,3103,0,40, >50K
29058, Private,79923, Masters,14, Prof-specialty,0,0,45, >50K
29059, Private,117983, 10th,6, Other-service,0,0,45, <=50K
29060, Private,186110, Some-college,10, Transport-moving,0,0,40, <=50K
29061, Private,187589, HS-grad,9, Handlers-cleaners,5178,0,40, >50K
29062, ?,319685, Assoc-voc,11, ?,0,0,54, >50K
29063, ?,64101, 12th,8, ?,0,0,24, <=50K
29064, Self-emp-not-inc,162923, HS-grad,9, Craft-repair,0,0,60, <=50K
29065, Private,288519, Bachelors,13, Adm-clerical,0,0,40, <=50K
29066, Private,33798, Assoc-voc,11, Machine-op-inspct,0,0,40, <=50K
29067, Private,195734, HS-grad,9, Adm-clerical,2354,0,40, <=50K
29068, Private,214120, HS-grad,9, Priv-house-serv,0,0,40, <=50K
29069, Private,113515, HS-grad,9, Exec-managerial,0,0,40, <=50K
29070, Self-emp-not-inc,261230, Some-college,10, Prof-specialty,0,0,40, <=50K
29071, Private,98515, Assoc-voc,11, Tech-support,0,0,40, <=50K
29072, Private,187715, Some-college,10, Sales,0,0,50, <=50K
29073, ?,214238, 7th-8th,4, ?,0,0,40, <=50K
29074, Private,123964, Some-college,10, Sales,4386,0,50, <=50K
29075, Private,68991, HS-grad,9, Other-service,0,0,40, <=50K
29076, Private,292110, 5th-6th,3, Handlers-cleaners,0,0,40, <=50K
29077, Private,198320, HS-grad,9, Other-service,0,0,45, <=50K
29078, Private,709798, Bachelors,13, Prof-specialty,0,0,60, >50K
29079, Private,372838, HS-grad,9, Craft-repair,0,0,40, <=50K
29080, Private,160402, Some-college,10, Exec-managerial,0,0,38, <=50K
29081, Private,98475, Bachelors,13, Exec-managerial,0,0,45, <=50K
29082, Local-gov,97136, Some-college,10, Adm-clerical,0,0,40, <=50K
29083, Private,136985, Assoc-acdm,12, Tech-support,0,0,40, <=50K
29084, Private,187356, Some-college,10, Craft-repair,0,0,66, <=50K
29085, State-gov,107231, Some-college,10, Exec-managerial,0,1740,40, <=50K
29086, Private,305874, Some-college,10, Transport-moving,0,0,40, <=50K
29087, Private,290922, Masters,14, Prof-specialty,0,0,40, <=50K
29088, Private,248254, Some-college,10, Prof-specialty,7298,0,40, >50K
29089, Private,160808, HS-grad,9, Craft-repair,4386,0,48, <=50K
29090, Private,247321, HS-grad,9, Craft-repair,0,0,45, <=50K
29091, Private,247651, 7th-8th,4, Machine-op-inspct,0,0,56, <=50K
29092, Private,214702, HS-grad,9, Craft-repair,0,1974,35, <=50K
29093, Private,75577, 7th-8th,4, Adm-clerical,2580,0,50, <=50K
29094, Private,561334, Some-college,10, Exec-managerial,0,0,50, >50K
29095, ?,224886, HS-grad,9, ?,0,0,40, <=50K
29096, Local-gov,401134, Bachelors,13, Prof-specialty,0,0,40, <=50K
29097, Private,258170, HS-grad,9, Exec-managerial,0,0,38, <=50K
29098, ?,141181, 9th,5, ?,0,0,2, <=50K
29099, Private,292370, Bachelors,13, Prof-specialty,0,0,50, >50K
